# Метеостанция Храброво / им. императрицы Елизаветы Петровны (аэропорт), Россия, METAR=UMKK, выборка с 21.05.2021 по 27.05.2022, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UMKK&lang=ru
#
"Местное время в Храброво / им. императрицы Елизаветы Петровны (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"30.03.2022 19:30";"-1.0";"755.0";"756.2";"59";"Ветер, дующий с севера";"3";"";"";"";"Незначительная (10-30%) 1020 м";"10.0 и более";"-8.0";
"30.03.2022 19:00";"0.0";"755.0";"756.2";"55";"Ветер, дующий с севера";"4";"";"";"";"Незначительная (10-30%) 1080 м";"10.0 и более";"-8.0";
"30.03.2022 18:30";"1.0";"755.0";"756.2";"51";"Ветер, дующий с севера";"4";"";"";"";"Незначительная (10-30%) 1050 м";"10.0 и более";"-8.0";
"30.03.2022 18:00";"1.0";"755.0";"756.2";"51";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Незначительная (10-30%) 990 м";"10.0 и более";"-8.0";
"30.03.2022 17:30";"2.0";"755.0";"756.2";"48";"Ветер, дующий с севера";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"30.03.2022 17:00";"2.0";"755.0";"756.2";"44";"Ветер, дующий с северо-северо-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"30.03.2022 16:30";"2.0";"755.0";"756.2";"48";"Ветер, дующий с северо-северо-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"30.03.2022 16:00";"2.0";"755.0";"756.2";"48";"Ветер, дующий с севера";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-8.0";
"30.03.2022 15:30";"2.0";"755.0";"756.2";"48";"Ветер, дующий с севера";"5";"";"";"";"Незначительная (10-30%) 990 м";"10.0 и более";"-8.0";
"30.03.2022 15:00";"2.0";"755.0";"756.2";"44";"Ветер, дующий с севера";"5";"";"";"";"Незначительная (10-30%) 960 м";"10.0 и более";"-9.0";
"30.03.2022 14:30";"2.0";"755.0";"756.2";"52";"Ветер, дующий с севера";"4";"";"";"";"Незначительная (10-30%) 930 м";"10.0 и более";"-7.0";
"30.03.2022 14:00";"2.0";"755.0";"756.2";"56";"Ветер, дующий с севера";"4";"";"";"";"Незначительная (10-30%) 900 м";"10.0 и более";"-6.0";
"30.03.2022 13:30";"1.0";"755.0";"756.2";"56";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"-7.0";
"30.03.2022 13:00";"2.0";"755.0";"756.2";"60";"Ветер, дующий с северо-востока";"3";"";"";"";"Незначительная (10-30%) 600 м";"10.0 и более";"-5.0";
"30.03.2022 12:30";"1.0";"755.0";"756.2";"65";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Рассеянная (40-50%) 570 м";"10.0 и более";"-5.0";
"30.03.2022 12:00";"1.0";"755.0";"756.2";"75";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Разорванная (60-90%) 510 м";"10.0 и более";"-3.0";
"30.03.2022 11:30";"0.0";"755.0";"756.2";"75";"Ветер, дующий с востоко-северо-востока";"4";"";"";"";"Разорванная (60-90%) 450 м";"10.0 и более";"-4.0";
"30.03.2022 11:00";"0.0";"755.0";"756.2";"80";"Ветер, дующий с востока";"3";"";"";"";"Рассеянная (40-50%) 300 м, разорванная (60-90%) 1380 м";"10.0 и более";"-3.0";
"30.03.2022 10:30";"-1.0";"755.0";"756.2";"86";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";"Незначительная (10-30%) 270 м, разорванная (60-90%) 1290 м";"10.0 и более";"-3.0";
"30.03.2022 10:00";"-1.0";"754.2";"755.4";"93";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Разорванная (60-90%) 1350 м, кучево-дождевые облака";"10.0 и более";"-2.0";
"30.03.2022 09:30";"-1.0";"754.2";"755.4";"86";"Ветер, дующий с востоко-юго-востока";"4";"";"Слабый(ая)(ые) ливень (ливни), снег";"Ливень (ливни), снег";"Разорванная (60-90%) 1290 м, кучево-дождевые облака";"9.0";"-3.0";
"30.03.2022 09:00";"-1.0";"754.2";"755.4";"86";"Ветер, дующий с востоко-северо-востока";"5";"";"Слабый(ая)(ые) ливень (ливни), снег";"Ливень (ливни), снег";"Разорванная (60-90%) 570 м, кучево-дождевые облака";"3.1";"-3.0";
"30.03.2022 08:30";"-1.0";"754.2";"755.4";"80";"Ветер, дующий с востока";"5";"";"Слабый(ая)(ые) ливень (ливни), снег";"Ливень (ливни), снег";"Разорванная (60-90%) 480 м, кучево-дождевые облака";"2.6";"-4.0";
"30.03.2022 08:00";"-1.0";"754.2";"755.4";"75";"Ветер, дующий с востоко-северо-востока";"6";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 780 м, кучево-дождевые облака";"8.0";"-5.0";
"30.03.2022 07:30";"-1.0";"753.4";"754.6";"75";"Ветер, дующий с востоко-северо-востока";"6";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 720 м, кучево-дождевые облака";"8.0";"-5.0";
"30.03.2022 07:00";"0.0";"753.4";"754.6";"64";"Ветер, дующий с востоко-северо-востока";"6";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 810 м";"9.0";"-6.0";
"30.03.2022 06:30";"0.0";"753.4";"754.6";"64";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"-6.0";
"30.03.2022 06:00";"0.0";"753.4";"754.6";"64";"Ветер, дующий с востока";"4";"";"";"";"Рассеянная (40-50%) 1080 м";"10.0 и более";"-6.0";
"30.03.2022 05:30";"0.0";"753.4";"754.6";"64";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";"Разорванная (60-90%) 990 м";"10.0 и более";"-6.0";
"30.03.2022 05:00";"0.0";"753.4";"754.6";"64";"Ветер, дующий с востока";"4";"";"";"";"Разорванная (60-90%) 1080 м";"10.0 и более";"-6.0";
"30.03.2022 04:30";"0.0";"753.4";"754.6";"64";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";"Рассеянная (40-50%) 1290 м";"10.0 и более";"-6.0";
"30.03.2022 04:00";"1.0";"753.4";"754.6";"65";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-5.0";
"30.03.2022 03:30";"0.0";"753.4";"754.6";"75";"Ветер, дующий с востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"30.03.2022 03:00";"0.0";"753.4";"754.6";"75";"Ветер, дующий с востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"30.03.2022 02:30";"0.0";"753.4";"754.6";"75";"Ветер, дующий с востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-4.0";
"30.03.2022 02:00";"0.0";"753.4";"754.6";"80";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";"Незначительная (10-30%) 900 м";"10.0 и более";"-3.0";
"30.03.2022 01:30";"0.0";"753.4";"754.6";"80";"Ветер, дующий с востока";"2";"";"";"";"Незначительная (10-30%) 900 м";"10.0 и более";"-3.0";
"30.03.2022 01:00";"0.0";"753.4";"754.6";"80";"Ветер, дующий с юго-востока";"2";"";"";"";"Рассеянная (40-50%) 930 м";"10.0 и более";"-3.0";
"30.03.2022 00:30";"0.0";"753.4";"754.6";"80";"Ветер, дующий с юго-востока";"2";"";"";"";"Незначительная (10-30%) 900 м";"10.0 и более";"-3.0";
"30.03.2022 00:00";"1.0";"753.4";"754.6";"75";"Ветер, дующий с востока";"2";"";"";"";"Незначительная (10-30%) 780 м";"10.0 и более";"-3.0";
"29.03.2022 23:30";"1.0";"753.4";"754.6";"81";"Ветер, дующий с востока";"2";"";"";"";"Рассеянная (40-50%) 780 м";"10.0 и более";"-2.0";
"29.03.2022 23:00";"1.0";"753.4";"754.6";"81";"Ветер, дующий с востоко-северо-востока";"3";"";"";"";"Рассеянная (40-50%) 720 м";"10.0 и более";"-2.0";
"29.03.2022 22:30";"2.0";"753.4";"754.6";"75";"Ветер, дующий с северо-востока";"3";"";"";"";"Незначительная (10-30%) 750 м";"10.0 и более";"-2.0";
"29.03.2022 22:00";"2.0";"753.4";"754.6";"75";"Ветер, дующий с северо-востока";"3";"";"";"";"Незначительная (10-30%) 900 м";"10.0 и более";"-2.0";
"29.03.2022 21:30";"2.0";"753.4";"754.6";"75";"Ветер, дующий с северо-востока";"3";"";"";"";"Рассеянная (40-50%) 900 м";"10.0 и более";"-2.0";
"29.03.2022 21:00";"2.0";"753.4";"754.6";"70";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Рассеянная (40-50%) 870 м";"10.0 и более";"-3.0";
"29.03.2022 20:30";"2.0";"753.4";"754.6";"70";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Разорванная (60-90%) 840 м";"10.0 и более";"-3.0";
"29.03.2022 20:00";"2.0";"753.4";"754.6";"75";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Разорванная (60-90%) 810 м";"10.0 и более";"-2.0";
"29.03.2022 19:30";"2.0";"753.4";"754.6";"75";"Ветер, дующий с севера";"3";"";"";"";"Разорванная (60-90%) 840 м";"10.0 и более";"-2.0";
"29.03.2022 19:00";"3.0";"753.4";"754.6";"75";"Ветер, дующий с севера";"3";"";"";"";"Разорванная (60-90%) 840 м";"10.0 и более";"-1.0";
"29.03.2022 18:30";"3.0";"753.4";"754.6";"75";"Ветер, дующий с севера";"3";"";"";"";"Разорванная (60-90%) 870 м";"10.0 и более";"-1.0";
"29.03.2022 18:00";"4.0";"753.4";"754.6";"70";"Ветер, дующий с севера";"4";"";"";"";"Рассеянная (40-50%) 930 м";"10.0 и более";"-1.0";
"29.03.2022 17:30";"4.0";"753.4";"754.6";"65";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 990 м";"10.0 и более";"-2.0";
"29.03.2022 17:00";"5.0";"753.4";"754.6";"61";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 990 м";"10.0 и более";"-2.0";
"29.03.2022 16:30";"5.0";"753.4";"754.6";"57";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 960 м";"10.0 и более";"-3.0";
"29.03.2022 16:00";"5.0";"753.4";"754.6";"53";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Рассеянная (40-50%) 960 м";"10.0 и более";"-4.0";
"29.03.2022 15:30";"6.0";"754.2";"755.4";"49";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 870 м";"10.0 и более";"-4.0";
"29.03.2022 15:00";"5.0";"754.2";"755.4";"53";"Ветер, дующий с северо-запада";"6";"";"";"";"Рассеянная (40-50%) 870 м";"10.0 и более";"-4.0";
"29.03.2022 14:30";"6.0";"754.2";"755.4";"57";"Ветер, дующий с западо-северо-запада";"6";"";"";"";"Рассеянная (40-50%) 960 м";"10.0 и более";"-2.0";
