# Метеостанция Черняховск, Россия, WMO_ID=26711, выборка с 21.05.2024 по 27.05.2025, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=26711&lang=ru
#
"Местное время в Черняховске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.07.2024 19:00";"26.6";"758.0";"";"";"46";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2024 18:00";"28.0";"758.0";"";"";"44";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2024 17:00";"28.1";"759.0";"";"";"41";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2024 16:00";"28.1";"759.0";"";"";"41";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2024 15:00";"27.7";"759.0";"";"";"39";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2024 14:00";"27.4";"759.0";"";"";"43";"Ветер, дующий с востока";"1";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2024 12:00";"26.4";"760.0";"";"";"48";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2024 11:00";"25.1";"760.0";"";"";"59";"Ветер, дующий с юга";"1";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2024 10:00";"23.8";"760.0";"";"";"62";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2024 08:00";"17.9";"760.0";"";"";"85";"Ветер, дующий с юго-востока";"1";"3";"";"90  или более, но не 100%";" ";"";"";"15.3";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"15.07.2024 07:00";"17.7";"760.0";"";"";"83";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2024 06:00";"16.1";"760.0";"";"";"90";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2024 05:00";"15.9";"760.0";"";"";"88";"Штиль, безветрие";"0";"3";"";"";" ";"";"";"15.3";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"15.07.2024 03:00";"15.9";"760.0";"";"";"89";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2024 02:00";"15.8";"759.0";"";"";"91";"Ветер, дующий с северо-востока";"1";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.07.2024 00:00";"16.3";"760.0";"";"";"85";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2024 23:00";"16.8";"760.0";"";"";"83";"Штиль, безветрие";"0";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2024 22:00";"18.3";"760.0";"";"";"76";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2024 21:00";"19.9";"759.0";"";"";"73";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2024 20:00";"22.0";"759.0";"";"";"63";"Ветер, дующий с северо-востока";"2";"5";"";"50%.";" ";"";"";"";"25.4";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"14.07.2024 19:00";"22.8";"759.0";"";"";"58";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2024 18:00";"24.1";"759.0";"";"";"47";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2024 17:00";"25.4";"759.0";"";"";"45";"Штиль, безветрие";"0";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"14.07.2024 16:00";"24.5";"759.0";"";"";"48";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2024 14:00";"24.3";"759.0";"";"";"52";"Ветер, дующий с севера";"1";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2024 12:00";"22.2";"759.0";"";"";"58";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2024 11:00";"21.9";"759.0";"";"";"60";"Ветер, дующий с запада";"1";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2024 10:00";"19.4";"759.0";"";"";"74";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2024 09:00";"19.0";"759.0";"";"";"79";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2024 08:00";"17.0";"759.0";"";"";"86";"Штиль, безветрие";"0";"3";"";"90  или более, но не 100%";" ";"";"";"13.5";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"14.07.2024 06:00";"14.2";"758.0";"";"";"97";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2024 05:00";"13.7";"758.0";"";"";"98";"Ветер, дующий с юга";"1";"3";"";"";" ";"";"";"13.6";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"14.07.2024 04:00";"13.7";"758.0";"";"";"98";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2024 03:00";"14.3";"758.0";"";"";"93";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2024 02:00";"15.3";"757.0";"";"";"91";"Ветер, дующий с юго-запада";"1";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.07.2024 00:00";"17.5";"757.0";"";"";"86";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2024 23:00";"17.6";"757.0";"";"";"89";"Ветер, дующий с запада";"1";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2024 22:00";"19.4";"756.0";"";"";"82";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2024 21:00";"21.4";"756.0";"";"";"77";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2024 20:00";"23.5";"755.0";"";"";"69";"Ветер, дующий с запада";"2";"10";"";"70 – 80%.";" ";"";"";"";"27.1";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"13.07.2024 19:00";"24.9";"754.0";"";"";"66";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2024 18:00";"26.2";"753.0";"";"";"62";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2024 17:00";"26.1";"753.0";"";"";"67";"Ветер, дующий с юго-запада";"3";"10";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"25.0";"12";"";"";"";"";
"13.07.2024 16:00";"25.0";"753.0";"";"";"72";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2024 15:00";"24.8";"753.0";"";"";"70";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2024 14:00";"24.6";"752.0";"";"";"71";"Ветер, дующий с юго-запада";"4";"10";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2024 12:00";"26.8";"751.0";"";"";"68";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2024 11:00";"25.4";"752.0";"";"";"79";"Ветер, дующий с юга";"2";"6";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2024 10:00";"25.1";"752.0";"";"";"86";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2024 09:00";"22.0";"752.0";"";"";"94";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2024 08:00";"20.0";"752.0";"";"";"100";"Ветер, дующий с востока";"1";"7";"";"90  или более, но не 100%";" ";"";"";"18.8";"";"";"";"";"";"";"10.0";"";"29.0";"12";"";"";"";"";
"13.07.2024 06:00";"18.8";"754.0";"";"";"100";"Ветер, дующий с северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2024 05:00";"19.3";"754.0";"";"";"91";"Ветер, дующий с северо-востока";"1";"6";"";"";" ";"";"";"19.0";"";"";"";"";"";"";"";"";"2.0";"12";"";"";"";"";
"13.07.2024 03:00";"20.1";"755.0";"";"";"82";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2024 02:00";"19.7";"756.0";"";"";"84";"Ветер, дующий с востока";"1";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2024 01:00";"19.1";"757.0";"";"";"89";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.07.2024 00:00";"19.4";"757.0";"";"";"88";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2024 23:00";"19.5";"758.0";"";"";"88";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2024 21:00";"20.3";"758.0";"";"";"84";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2024 20:00";"21.8";"758.0";"";"";"79";"Ветер, дующий с севера";"2";"5";"";"90  или более, но не 100%";" ";"";"";"";"26.5";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"12.07.2024 19:00";"23.2";"758.0";"";"";"71";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2024 18:00";"24.8";"759.0";"";"";"65";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2024 17:00";"25.6";"759.0";"";"";"64";"Ветер, дующий с севера";"2";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"0.1";"12";"";"";"";"";
"12.07.2024 16:00";"24.9";"759.0";"";"";"66";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2024 15:00";"25.9";"759.0";"";"";"62";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2024 14:00";"25.7";"759.0";"";"";"61";"Ветер, дующий с севера";"1";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2024 13:00";"24.6";"760.0";"";"";"64";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2024 12:00";"24.0";"760.0";"";"";"71";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2024 11:00";"23.7";"760.0";"";"";"75";"Ветер, дующий с запада";"2";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2024 09:00";"21.2";"760.0";"";"";"88";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2024 08:00";"19.9";"759.7";"762.5";"0.7";"99";"Ветер, дующий с западо-северо-запада";"1";"3";"3";"90  или более, но не 100%";"Туман или ледяной туман. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"17.3";"";"Кучевые и слоисто-кучевые (но не слоисто-кучевые, образовавшиеся из кучевых), основания расположены на разных уровнях.";"90  или более, но не 100%";"300-600";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"4.0";"19.8";"7.0";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"18.0";"";"";
"12.07.2024 07:00";"18.7";"760.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2024 06:00";"18.1";"760.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2024 05:00";"17.8";"759.0";"";"";"100";"Штиль, безветрие";"0";"3";"";"";" ";"";"";"17.3";"";"";"";"";"";"";"";"";"7.0";"12";"";"";"";"";
"12.07.2024 04:00";"17.6";"759.0";"";"";"100";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2024 03:00";"17.3";"759.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2024 02:00";"17.6";"759.0";"";"";"100";"Ветер, дующий с юго-запада";"1";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.07.2024 00:00";"18.9";"759.0";"";"";"99";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2024 23:00";"20.5";"759.0";"";"";"99";"Ветер, дующий с юго-востока";"2";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2024 22:00";"20.8";"759.0";"";"";"98";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2024 21:00";"21.0";"759.0";"";"";"97";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2024 20:00";"21.7";"759.0";"";"";"92";"Штиль, безветрие";"0";"3";"";"90  или более, но не 100%";" ";"";"";"";"24.3";"";"";"";"";"";"10.0";"";"18.0";"12";"";"";"";"";
"11.07.2024 19:00";"22.9";"759.0";"";"";"86";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2024 18:00";"23.4";"759.0";"";"";"85";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2024 17:00";"22.8";"759.0";"";"";"92";"Ветер, дующий с юго-востока";"1";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"17.0";"12";"";"";"";"";
"11.07.2024 16:00";"20.8";"759.0";"";"";"100";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2024 15:00";"20.6";"759.0";"";"";"100";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2024 14:00";"20.5";"759.0";"";"";"100";"Штиль, безветрие";"0";"10";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2024 12:00";"19.6";"759.0";"";"";"99";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2024 11:00";"23.2";"759.0";"";"";"84";"Ветер, дующий с севера";"1";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2024 09:00";"19.6";"759.0";"";"";"96";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2024 08:00";"19.6";"759.8";"762.6";"-0.2";"96";"Ветер, дующий с юга";"1";"3";"7";"100%.";"Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"19.2";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"300-600";"";"";"4.0";"18.9";"15.0";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"20.0";"";"";
"11.07.2024 06:00";"19.4";"759.0";"";"";"98";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2024 05:00";"19.2";"760.0";"";"";"99";"Ветер, дующий с юго-востока";"2";"6";"";"";" ";"";"";"19.2";"";"";"";"";"";"";"";"";"13.0";"12";"";"";"";"";
"11.07.2024 04:00";"19.2";"761.0";"";"";"98";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2024 03:00";"19.2";"761.0";"";"";"98";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2024 02:00";"19.9";"761.0";"";"";"96";"Ветер, дующий с юго-востока";"2";"10";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.07.2024 00:00";"22.0";"763.0";"";"";"77";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2024 23:00";"22.9";"761.0";"";"";"69";"Ветер, дующий с северо-запада";"1";"8";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2024 22:00";"25.4";"761.0";"";"";"52";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2024 20:00";"27.2";"761.0";"";"";"48";"Ветер, дующий с юго-востока";"2";"8";"";"90  или более, но не 100%";" ";"";"";"";"30.9";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"10.07.2024 19:00";"28.7";"761.0";"";"";"42";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2024 18:00";"29.9";"761.0";"";"";"39";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2024 17:00";"30.7";"761.0";"";"";"37";"Ветер, дующий с юго-востока";"3";"8";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"10.07.2024 16:00";"30.5";"761.0";"";"";"37";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2024 14:00";"29.9";"763.0";"";"";"39";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2024 12:00";"28.8";"764.0";"";"";"41";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2024 11:00";"27.9";"764.0";"";"";"44";"Ветер, дующий с юга";"3";"8";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2024 10:00";"27.3";"764.0";"";"";"47";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2024 09:00";"25.7";"764.0";"";"";"55";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2024 08:00";"23.9";"764.0";"";"";"62";"Ветер, дующий с юго-востока";"2";"4";"";"Облаков нет.";" ";"";"";"16.3";"";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"10.07.2024 05:00";"18.4";"764.0";"";"";"73";"Ветер, дующий с юго-востока";"1";"3";"";"";" ";"";"";"16.3";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"10.07.2024 03:00";"18.5";"764.0";"";"";"78";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2024 02:00";"18.5";"764.0";"";"";"80";"Ветер, дующий с юго-востока";"1";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"10.07.2024 00:00";"20.0";"764.0";"";"";"78";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2024 23:00";"21.4";"764.0";"";"";"69";"Ветер, дующий с северо-востока";"1";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2024 21:00";"23.2";"764.0";"";"";"61";"Ветер, дующий с северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2024 20:00";"25.2";"764.0";"";"";"56";"Ветер, дующий с северо-востока";"1";"4";"";"20–30%.";" ";"";"";"";"28.5";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"09.07.2024 19:00";"26.0";"764.0";"";"";"55";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2024 18:00";"26.9";"764.0";"";"";"54";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2024 17:00";"26.3";"764.0";"";"";"55";"Ветер, дующий с северо-востока";"2";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"09.07.2024 15:00";"28.4";"764.0";"";"";"47";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2024 14:00";"27.7";"764.0";"";"";"47";"Ветер, дующий с юго-востока";"1";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2024 13:00";"25.9";"765.0";"";"";"51";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2024 12:00";"26.3";"765.0";"";"";"46";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2024 11:00";"26.5";"765.0";"";"";"46";"Штиль, безветрие";"0";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2024 10:00";"24.9";"765.0";"";"";"52";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2024 09:00";"23.6";"765.0";"";"";"59";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2024 08:00";"21.8";"765.0";"";"";"67";"Штиль, безветрие";"0";"3";"";"50%.";" ";"";"";"14.1";"";"";"";"";"";"";"20.0";"";"Осадков нет";"12";"";"";"";"";
"09.07.2024 06:00";"15.7";"764.0";"";"";"88";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2024 05:00";"14.3";"764.0";"";"";"91";"Штиль, безветрие";"0";"2";"";"";" ";"";"";"14.1";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"09.07.2024 03:00";"15.8";"763.0";"";"";"86";"";"";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2024 02:00";"15.8";"763.0";"";"";"90";"Штиль, безветрие";"0";"3";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.07.2024 00:00";"19.0";"763.0";"";"";"70";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2024 23:00";"15.9";"763.0";"";"";"87";"Штиль, безветрие";"0";"2";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2024 21:00";"19.4";"762.0";"";"";"70";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2024 20:00";"23.6";"762.0";"";"";"52";"Штиль, безветрие";"0";"4";"";"40%.";" ";"";"";"";"25.7";"";"";"";"";"";"20.0";"";"Следы осадков";"12";"";"";"";"";
"08.07.2024 18:00";"25.6";"762.0";"";"";"45";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2024 17:00";"24.3";"762.0";"";"";"49";"Ветер, дующий с востока";"1";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"Осадков нет";"12";"";"";"";"";
"08.07.2024 16:00";"25.4";"762.0";"";"";"45";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2024 15:00";"24.3";"762.0";"";"";"48";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"08.07.2024 14:00";"23.9";"762.0";"";"";"47";"Штиль, безветрие";"0";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
